order_id,user_id,product_id,product_name,quantity
1033,316,10,Backpack,2
1033,316,3,Keyboard,2
1034,371,5,Headphones,2
1034,371,4,Monitor,1
1034,371,9,Socks,2
1035,314,7,Charger,2
1035,314,5,Headphones,1
1036,60,9,Socks,1
1036,60,1,Laptop,2
1036,60,3,Keyboard,2
1036,60,2,Mouse,2
1037,269,8,Shoes,1
1037,269,5,Headphones,2
1038,117,8,Shoes,2
1038,117,3,Keyboard,2
1039,126,2,Mouse,2
1039,126,6,Smartphone,1
1040,247,4,Monitor,1
1040,247,9,Socks,2
1040,247,7,Charger,2
1041,446,6,Smartphone,2
1041,446,8,Shoes,1
1041,446,2,Mouse,2
1041,446,3,Keyboard,2
1042,180,7,Charger,1
1042,180,8,Shoes,2
1042,180,9,Socks,2
1043,160,7,Charger,1
1043,160,6,Smartphone,1
1043,160,5,Headphones,1
1044,268,6,Smartphone,1
1044,268,7,Charger,2
1044,268,5,Headphones,2
1045,253,8,Shoes,2
1045,253,9,Socks,2
1045,253,4,Monitor,1
1046,105,8,Shoes,1
1046,105,6,Smartphone,1
1046,105,1,Laptop,2
1047,394,5,Headphones,1
1048,96,8,Shoes,1
1048,96,2,Mouse,1
1048,96,6,Smartphone,2
1048,96,3,Keyboard,2
1049,368,10,Backpack,1
1050,455,10,Backpack,1
1050,455,8,Shoes,1
1050,455,1,Laptop,2
1050,455,9,Socks,1
1051,151,4,Monitor,2
1051,151,1,Laptop,1
1051,151,10,Backpack,1
1051,151,3,Keyboard,1
1052,221,3,Keyboard,2
1052,221,6,Smartphone,1
1052,221,7,Charger,2
1053,170,9,Socks,2
1054,500,2,Mouse,2
1055,182,4,Monitor,2
1055,182,8,Shoes,2
1055,182,2,Mouse,2
1056,476,6,Smartphone,2
1056,476,10,Backpack,1
1056,476,8,Shoes,1
1056,476,2,Mouse,2
1057,417,8,Shoes,2
1057,417,7,Charger,2
1058,213,6,Smartphone,1
1058,213,10,Backpack,2
1058,213,7,Charger,1
1059,415,8,Shoes,2
1060,456,1,Laptop,2
1060,456,3,Keyboard,2
1061,220,2,Mouse,2
1062,461,9,Socks,2
1062,461,7,Charger,2
1062,461,4,Monitor,1
1062,461,8,Shoes,1
1063,5,4,Monitor,1
1063,5,10,Backpack,1
1063,5,5,Headphones,2
1064,315,4,Monitor,2
1064,315,8,Shoes,1
1064,315,6,Smartphone,1
1065,351,4,Monitor,1
1066,145,6,Smartphone,2
1067,288,1,Laptop,1
1067,288,4,Monitor,2
1068,236,3,Keyboard,1
1069,103,1,Laptop,2
1069,103,9,Socks,1
1070,166,4,Monitor,1
1071,330,3,Keyboard,1
1072,43,2,Mouse,2
1072,43,6,Smartphone,1
1072,43,1,Laptop,1
1072,43,5,Headphones,1
1073,160,8,Shoes,2
1073,160,1,Laptop,1
1074,326,8,Shoes,1
1075,411,2,Mouse,2
1076,292,9,Socks,2
1077,386,4,Monitor,2
1078,294,8,Shoes,1
1078,294,6,Smartphone,2
1078,294,1,Laptop,2
1079,126,8,Shoes,1
1079,126,6,Smartphone,2
1079,126,3,Keyboard,1
1079,126,2,Mouse,2
1080,111,6,Smartphone,2
1080,111,5,Headphones,2
1081,282,10,Backpack,2
1081,282,9,Socks,1
1081,282,4,Monitor,2
1081,282,1,Laptop,2
1082,112,4,Monitor,2
1082,112,2,Mouse,1
1082,112,10,Backpack,2
1082,112,5,Headphones,2
1083,468,5,Headphones,1
1083,468,10,Backpack,1
1083,468,7,Charger,2
1083,468,2,Mouse,2
1084,435,10,Backpack,1
1085,140,2,Mouse,1
1085,140,8,Shoes,2
1085,140,7,Charger,2
1086,10,10,Backpack,1
1087,265,4,Monitor,2
1087,265,10,Backpack,2
1087,265,2,Mouse,2
1088,373,5,Headphones,2
1088,373,6,Smartphone,1
1088,373,10,Backpack,2
1088,373,8,Shoes,1
1089,361,1,Laptop,2
1090,89,5,Headphones,1
1091,63,6,Smartphone,1
1091,63,7,Charger,2
1091,63,3,Keyboard,2
1092,67,10,Backpack,1
1092,67,6,Smartphone,2
1092,67,9,Socks,1
1093,38,6,Smartphone,1
1094,123,2,Mouse,2
1094,123,10,Backpack,1
1095,157,5,Headphones,1
1095,157,1,Laptop,1
1095,157,9,Socks,2
1096,11,5,Headphones,2
1096,11,1,Laptop,2
1097,210,7,Charger,1
1098,328,8,Shoes,2
1098,328,5,Headphones,2
1098,328,3,Keyboard,1
1099,214,3,Keyboard,1
1099,214,9,Socks,1
1099,214,4,Monitor,1
1100,438,4,Monitor,1
1100,438,10,Backpack,1
1100,438,2,Mouse,2
1101,425,10,Backpack,2
1101,425,1,Laptop,1
1101,425,5,Headphones,1
1102,128,2,Mouse,1
1102,128,10,Backpack,1
1102,128,7,Charger,1
1103,150,3,Keyboard,2
1103,150,10,Backpack,2
1104,476,10,Backpack,2
1104,476,2,Mouse,2
1104,476,4,Monitor,1
1105,305,7,Charger,2
1106,476,10,Backpack,1
1107,131,5,Headphones,2
1107,131,7,Charger,2
1107,131,8,Shoes,1
1107,131,9,Socks,1
1108,8,6,Smartphone,1
1109,229,9,Socks,2
1109,229,5,Headphones,2
1109,229,6,Smartphone,1
1110,400,10,Backpack,1
1110,400,1,Laptop,1
1110,400,7,Charger,1
1110,400,3,Keyboard,1
1111,112,8,Shoes,2
1112,11,9,Socks,2
1112,11,10,Backpack,2
1113,393,9,Socks,2
1113,393,7,Charger,2
1114,59,10,Backpack,1
1114,59,5,Headphones,1
1115,201,9,Socks,1
1115,201,1,Laptop,2
1116,146,3,Keyboard,2
1116,146,7,Charger,2
1116,146,9,Socks,1
1116,146,10,Backpack,1
1117,362,10,Backpack,1
1117,362,8,Shoes,1
1118,394,3,Keyboard,1
1119,307,1,Laptop,2
1120,113,9,Socks,2
1120,113,10,Backpack,1
1120,113,1,Laptop,2
1121,467,8,Shoes,2
1121,467,10,Backpack,1
1121,467,9,Socks,1
1122,201,7,Charger,1
1122,201,4,Monitor,2
1122,201,6,Smartphone,1
1122,201,8,Shoes,2
1123,172,9,Socks,1
1123,172,1,Laptop,1
1123,172,10,Backpack,2
1124,57,4,Monitor,2
1124,57,2,Mouse,2
1124,57,6,Smartphone,2
1125,25,4,Monitor,2
1125,25,8,Shoes,2
1126,391,4,Monitor,1
1126,391,6,Smartphone,2
1127,372,5,Headphones,1
1127,372,7,Charger,1
1127,372,6,Smartphone,1
1128,424,3,Keyboard,1
1128,424,5,Headphones,2
1129,161,4,Monitor,1
1129,161,1,Laptop,1
1129,161,8,Shoes,2
1129,161,5,Headphones,2
1130,96,3,Keyboard,1
1130,96,9,Socks,2
1130,96,10,Backpack,2
1131,236,3,Keyboard,1
1131,236,6,Smartphone,1
1131,236,2,Mouse,2
1132,376,8,Shoes,2
1132,376,3,Keyboard,1
1133,73,6,Smartphone,1
1133,73,5,Headphones,1
1133,73,10,Backpack,2
1134,198,4,Monitor,2
1134,198,7,Charger,1
1134,198,9,Socks,2
1135,148,4,Monitor,2
1136,425,4,Monitor,1
1137,9,9,Socks,1
1137,9,8,Shoes,2
1137,9,10,Backpack,1
1138,160,3,Keyboard,2
1138,160,9,Socks,1
1138,160,2,Mouse,1
1139,440,6,Smartphone,1
1139,440,5,Headphones,1
1139,440,10,Backpack,1
1140,443,7,Charger,2
1140,443,1,Laptop,2
1141,461,4,Monitor,2
1141,461,9,Socks,2
1141,461,8,Shoes,2
1141,461,3,Keyboard,2
1142,347,5,Headphones,1
1143,269,8,Shoes,1
1143,269,10,Backpack,2
1143,269,1,Laptop,1
1144,499,3,Keyboard,1
1144,499,1,Laptop,2
1144,499,9,Socks,1
1145,450,6,Smartphone,2
1145,450,3,Keyboard,2
1145,450,8,Shoes,1
1145,450,5,Headphones,2
1146,455,6,Smartphone,2
1146,455,3,Keyboard,2
1147,484,3,Keyboard,2
1147,484,8,Shoes,2
1148,210,6,Smartphone,1
1148,210,2,Mouse,1
1149,416,5,Headphones,1
1149,416,3,Keyboard,1
1149,416,4,Monitor,1
1150,271,9,Socks,2
1150,271,1,Laptop,2
1150,271,8,Shoes,2
1151,92,2,Mouse,1
1152,257,7,Charger,2
1152,257,8,Shoes,2
1153,27,7,Charger,1
1153,27,10,Backpack,2
1153,27,6,Smartphone,2
1153,27,4,Monitor,1
1154,24,9,Socks,2
1154,24,8,Shoes,1
1154,24,5,Headphones,2
1154,24,2,Mouse,1
1155,214,7,Charger,2
1155,214,8,Shoes,2
1156,338,5,Headphones,1
1156,338,2,Mouse,2
1157,41,5,Headphones,1
1158,2,7,Charger,1
1159,194,6,Smartphone,1
1159,194,5,Headphones,1
1160,390,10,Backpack,2
1161,84,3,Keyboard,1
1161,84,1,Laptop,1
1162,297,9,Socks,2
1162,297,3,Keyboard,1
1162,297,8,Shoes,1
1162,297,1,Laptop,2
1163,356,1,Laptop,1
1164,150,5,Headphones,1
1165,438,8,Shoes,2
1165,438,9,Socks,2
1165,438,2,Mouse,1
1166,4,6,Smartphone,2
1166,4,5,Headphones,2
1166,4,9,Socks,2
1166,4,10,Backpack,2
1167,335,5,Headphones,2
1167,335,1,Laptop,1
1168,237,6,Smartphone,2
1168,237,10,Backpack,2
1169,14,4,Monitor,2
1169,14,3,Keyboard,1
1170,111,6,Smartphone,2
1170,111,9,Socks,2
1171,163,2,Mouse,1
1172,10,2,Mouse,2
1172,10,7,Charger,2
1172,10,8,Shoes,2
1173,284,2,Mouse,2
1174,108,3,Keyboard,1
1174,108,8,Shoes,1
1174,108,7,Charger,1
1175,198,6,Smartphone,2
1176,251,6,Smartphone,2
1176,251,4,Monitor,2
1176,251,7,Charger,1
1177,384,7,Charger,1
1177,384,6,Smartphone,2
1178,358,8,Shoes,2
1179,145,7,Charger,1
1179,145,6,Smartphone,1
1180,464,8,Shoes,2
1180,464,3,Keyboard,1
1181,73,2,Mouse,1
1182,324,9,Socks,1
1182,324,7,Charger,1
1183,365,4,Monitor,2
1183,365,2,Mouse,1
1183,365,7,Charger,1
1184,405,6,Smartphone,1
1184,405,7,Charger,2
1184,405,5,Headphones,2
1185,462,4,Monitor,2
1185,462,8,Shoes,1
1186,12,1,Laptop,2
1187,498,6,Smartphone,1
1187,498,2,Mouse,1
1187,498,1,Laptop,1
1187,498,8,Shoes,2
1188,277,9,Socks,2
1189,27,6,Smartphone,2
1190,90,4,Monitor,2
1191,84,8,Shoes,1
1191,84,9,Socks,1
1191,84,3,Keyboard,2
1191,84,2,Mouse,2
1192,277,4,Monitor,2
1192,277,3,Keyboard,2
1193,49,10,Backpack,2
1193,49,1,Laptop,1
1194,164,9,Socks,1
1194,164,6,Smartphone,1
1195,465,6,Smartphone,1
1195,465,8,Shoes,1
1196,254,8,Shoes,1
1197,425,1,Laptop,2
1198,167,2,Mouse,2
1199,425,9,Socks,1
1199,425,7,Charger,2
1199,425,3,Keyboard,2
1200,200,1,Laptop,1
1200,200,7,Charger,2
1201,258,10,Backpack,2
1201,258,9,Socks,2
1202,453,4,Monitor,2
1203,136,2,Mouse,2
1203,136,9,Socks,1
1203,136,1,Laptop,2
1203,136,8,Shoes,2
1204,406,3,Keyboard,2
1204,406,9,Socks,2
1205,481,6,Smartphone,1
1205,481,7,Charger,1
1205,481,4,Monitor,2
1206,190,9,Socks,2
1206,190,1,Laptop,2
1206,190,5,Headphones,1
1207,244,10,Backpack,1
1207,244,9,Socks,2
1208,7,1,Laptop,2
1208,7,4,Monitor,2
1208,7,10,Backpack,2
1208,7,6,Smartphone,2
1209,25,5,Headphones,1
1209,25,3,Keyboard,2
1210,387,3,Keyboard,2
1210,387,10,Backpack,1
1210,387,8,Shoes,1
1211,68,1,Laptop,2
1212,151,8,Shoes,2
1212,151,9,Socks,1
1212,151,4,Monitor,1
1213,56,4,Monitor,1
1213,56,6,Smartphone,1
1213,56,2,Mouse,2
1214,400,8,Shoes,2
1214,400,2,Mouse,2
1214,400,6,Smartphone,2
1214,400,3,Keyboard,1
1215,178,1,Laptop,2
1215,178,2,Mouse,2
1215,178,9,Socks,1
1216,229,4,Monitor,1
1217,149,4,Monitor,1
1217,149,3,Keyboard,1
1218,181,2,Mouse,2
1218,181,6,Smartphone,2
1219,183,5,Headphones,1
1220,436,3,Keyboard,1
1221,425,3,Keyboard,1
1222,247,2,Mouse,1
1222,247,5,Headphones,2
1223,428,2,Mouse,2
1224,483,6,Smartphone,1
1224,483,10,Backpack,1
1224,483,7,Charger,2
1224,483,3,Keyboard,1
1225,491,9,Socks,2
1225,491,7,Charger,2
1226,409,5,Headphones,1
1227,378,7,Charger,2
1227,378,6,Smartphone,1
1227,378,1,Laptop,2
1228,288,5,Headphones,2
1228,288,7,Charger,2
1228,288,3,Keyboard,1
1228,288,4,Monitor,2
1229,278,2,Mouse,2
1229,278,7,Charger,2
1229,278,9,Socks,2
1229,278,8,Shoes,1
1230,39,1,Laptop,2
1231,135,8,Shoes,2
1231,135,2,Mouse,1
1231,135,5,Headphones,1
1232,463,10,Backpack,2
1232,463,6,Smartphone,1
1232,463,8,Shoes,1
1232,463,1,Laptop,2
1233,19,3,Keyboard,1
1233,19,10,Backpack,1
1233,19,1,Laptop,1
1234,388,8,Shoes,1
1234,388,7,Charger,1
1234,388,6,Smartphone,2
1234,388,4,Monitor,1
1235,112,1,Laptop,1
1236,462,10,Backpack,1
1236,462,7,Charger,2
1237,312,3,Keyboard,2
1237,312,1,Laptop,1
1237,312,8,Shoes,2
1238,469,9,Socks,2
1238,469,3,Keyboard,1
1239,119,1,Laptop,2
1239,119,9,Socks,2
1239,119,6,Smartphone,2
1240,403,9,Socks,2
1240,403,8,Shoes,1
1240,403,2,Mouse,1
1241,356,5,Headphones,1
1241,356,9,Socks,1
1241,356,10,Backpack,2
1241,356,2,Mouse,1
1242,303,2,Mouse,1
1242,303,10,Backpack,2
1242,303,3,Keyboard,1
1243,78,10,Backpack,1
1243,78,3,Keyboard,1
1243,78,8,Shoes,1
1243,78,6,Smartphone,1
1244,350,4,Monitor,1
1244,350,2,Mouse,2
1245,410,3,Keyboard,2
1245,410,6,Smartphone,2
1245,410,7,Charger,2
1246,126,8,Shoes,2
1246,126,5,Headphones,2
1246,126,6,Smartphone,2
1247,188,9,Socks,2
1248,391,4,Monitor,1
1248,391,3,Keyboard,1
1248,391,10,Backpack,2
1249,184,7,Charger,1
1249,184,6,Smartphone,1
1249,184,8,Shoes,2
1250,127,9,Socks,1
1250,127,1,Laptop,2
1250,127,7,Charger,1
1251,82,8,Shoes,2
1252,396,6,Smartphone,1
1253,289,10,Backpack,1
1254,98,8,Shoes,1
1254,98,3,Keyboard,2
1255,330,5,Headphones,2
1255,330,1,Laptop,1
1256,319,1,Laptop,2
1257,213,8,Shoes,2
1257,213,7,Charger,1
1257,213,2,Mouse,1
1258,66,6,Smartphone,1
1259,436,1,Laptop,2
1259,436,4,Monitor,2
1259,436,10,Backpack,2
1260,297,6,Smartphone,2
1260,297,3,Keyboard,1
1260,297,4,Monitor,2
1260,297,9,Socks,1
1261,365,9,Socks,2
1261,365,10,Backpack,2
1261,365,5,Headphones,1
1262,101,7,Charger,1
1262,101,9,Socks,1
1262,101,5,Headphones,1
1262,101,2,Mouse,1
1263,21,7,Charger,1
1263,21,1,Laptop,1
1264,353,10,Backpack,1
1264,353,7,Charger,1
1264,353,1,Laptop,2
1264,353,3,Keyboard,2
1265,434,8,Shoes,2
1265,434,7,Charger,2
1266,131,8,Shoes,2
1266,131,7,Charger,1
1266,131,3,Keyboard,1
1266,131,9,Socks,1
1267,338,10,Backpack,1
1267,338,2,Mouse,1
1268,419,7,Charger,1
1269,343,8,Shoes,1
1269,343,9,Socks,2
1269,343,7,Charger,2
1269,343,10,Backpack,2
1270,484,6,Smartphone,1
1270,484,8,Shoes,2
1270,484,2,Mouse,1
1270,484,9,Socks,1
1271,407,3,Keyboard,1
1271,407,5,Headphones,2
1271,407,10,Backpack,1
1272,334,10,Backpack,1
1272,334,5,Headphones,2
1272,334,7,Charger,1
1273,201,2,Mouse,2
1273,201,8,Shoes,1
1273,201,5,Headphones,1
1273,201,10,Backpack,2
1274,398,3,Keyboard,2
1274,398,2,Mouse,1
1274,398,8,Shoes,2
1274,398,7,Charger,1
1275,309,7,Charger,1
1275,309,1,Laptop,2
1275,309,2,Mouse,2
1276,425,9,Socks,1
1276,425,10,Backpack,1
1276,425,2,Mouse,1
1276,425,5,Headphones,1
1277,304,2,Mouse,2
1277,304,9,Socks,1
1277,304,8,Shoes,1
1277,304,7,Charger,2
1278,216,9,Socks,1
1278,216,10,Backpack,1
1278,216,3,Keyboard,2
1278,216,2,Mouse,2
1279,93,7,Charger,1
1279,93,2,Mouse,1
1280,348,9,Socks,1
1280,348,1,Laptop,1
1280,348,7,Charger,1
1280,348,2,Mouse,2
1281,87,9,Socks,1
1281,87,3,Keyboard,2
1282,467,4,Monitor,2
1282,467,6,Smartphone,1
1282,467,2,Mouse,2
1282,467,3,Keyboard,2
1283,177,5,Headphones,1
1284,341,2,Mouse,2
1285,277,4,Monitor,1
1285,277,8,Shoes,1
1285,277,6,Smartphone,2
1286,45,9,Socks,1
1287,301,2,Mouse,1
1287,301,10,Backpack,2
1288,338,5,Headphones,2
1288,338,8,Shoes,2
1289,84,4,Monitor,1
1290,331,5,Headphones,2
1291,155,4,Monitor,1
1292,235,4,Monitor,2
1293,277,6,Smartphone,2
1293,277,8,Shoes,2
1294,354,5,Headphones,1
1294,354,6,Smartphone,2
1294,354,2,Mouse,2
1294,354,7,Charger,2
1295,417,9,Socks,1
1295,417,3,Keyboard,2
1295,417,6,Smartphone,1
1295,417,1,Laptop,1
1296,202,5,Headphones,2
1296,202,10,Backpack,1
1296,202,4,Monitor,2
1296,202,1,Laptop,2
1297,176,3,Keyboard,2
1297,176,9,Socks,2
1297,176,2,Mouse,2
1297,176,5,Headphones,1
1298,67,5,Headphones,1
1298,67,1,Laptop,1
1298,67,10,Backpack,1
1299,30,1,Laptop,2
1299,30,7,Charger,2
1300,201,2,Mouse,1
1301,162,1,Laptop,1
1302,51,2,Mouse,2
1302,51,10,Backpack,1
1303,385,6,Smartphone,1
1303,385,1,Laptop,1
1303,385,10,Backpack,2
1303,385,4,Monitor,2
1304,104,10,Backpack,1
1304,104,7,Charger,2
1305,374,8,Shoes,1
1305,374,7,Charger,1
1305,374,1,Laptop,2
1306,5,5,Headphones,1
1307,154,5,Headphones,2
1307,154,1,Laptop,2
1307,154,3,Keyboard,1
1307,154,9,Socks,1
1308,411,7,Charger,2
1308,411,4,Monitor,1
1308,411,6,Smartphone,1
1309,239,2,Mouse,1
1309,239,9,Socks,1
1309,239,5,Headphones,2
1309,239,6,Smartphone,2
1310,147,1,Laptop,2
1310,147,2,Mouse,2
1310,147,4,Monitor,2
1311,349,10,Backpack,2
1311,349,1,Laptop,1
1312,184,5,Headphones,1
1312,184,6,Smartphone,1
1313,65,3,Keyboard,2
1313,65,2,Mouse,1
1313,65,8,Shoes,1
1313,65,4,Monitor,1
1314,164,9,Socks,1
1314,164,5,Headphones,1
1314,164,3,Keyboard,2
1315,259,5,Headphones,2
1315,259,4,Monitor,2
1316,358,1,Laptop,1
1316,358,7,Charger,2
1316,358,6,Smartphone,2
1316,358,3,Keyboard,2
1317,55,3,Keyboard,1
1317,55,4,Monitor,1
1317,55,2,Mouse,1
1318,53,8,Shoes,2
1318,53,3,Keyboard,2
1318,53,4,Monitor,2
1319,14,2,Mouse,2
1319,14,9,Socks,2
1320,12,7,Charger,1
1320,12,6,Smartphone,1
1320,12,5,Headphones,1
1321,349,3,Keyboard,1
1321,349,4,Monitor,2
1322,157,5,Headphones,1
1322,157,6,Smartphone,1
1322,157,4,Monitor,1
1322,157,2,Mouse,1
1323,198,9,Socks,1
1323,198,10,Backpack,1
1323,198,4,Monitor,2
1323,198,7,Charger,1
1324,394,2,Mouse,2
1324,394,4,Monitor,1
1324,394,10,Backpack,1
1325,94,6,Smartphone,2
1326,304,5,Headphones,1
1326,304,8,Shoes,1
1326,304,1,Laptop,1
1327,210,5,Headphones,2
1328,109,1,Laptop,2
1328,109,6,Smartphone,1
1328,109,5,Headphones,2
1329,488,2,Mouse,1
1329,488,10,Backpack,2
1330,54,1,Laptop,1
1330,54,3,Keyboard,2
1331,398,5,Headphones,2
1331,398,8,Shoes,1
1332,171,5,Headphones,1
1333,181,4,Monitor,1
1333,181,10,Backpack,2
1334,313,6,Smartphone,1
1334,313,2,Mouse,1
1335,217,9,Socks,2
1335,217,2,Mouse,2
1335,217,7,Charger,1
1335,217,1,Laptop,1
1336,124,6,Smartphone,2
1336,124,7,Charger,2
1336,124,3,Keyboard,2
1337,233,4,Monitor,1
1338,267,2,Mouse,1
1339,52,3,Keyboard,1
1339,52,10,Backpack,2
1340,308,10,Backpack,1
1341,122,1,Laptop,1
1342,223,2,Mouse,2
1342,223,9,Socks,1
1343,333,1,Laptop,2
1343,333,2,Mouse,1
1344,332,1,Laptop,2
1344,332,7,Charger,1
1344,332,4,Monitor,1
1345,59,9,Socks,1
1346,362,6,Smartphone,1
1346,362,5,Headphones,2
1346,362,2,Mouse,2
1346,362,10,Backpack,1
1347,421,7,Charger,2
1347,421,9,Socks,2
1348,55,2,Mouse,2
1348,55,10,Backpack,2
1348,55,7,Charger,1
1348,55,4,Monitor,2
1349,248,4,Monitor,1
1349,248,10,Backpack,1
1349,248,6,Smartphone,1
1350,359,8,Shoes,2
1350,359,3,Keyboard,2
1350,359,9,Socks,1
1351,114,6,Smartphone,1
1352,378,3,Keyboard,1
1353,312,7,Charger,1
1353,312,8,Shoes,1
1353,312,10,Backpack,2
1354,40,10,Backpack,2
1355,41,9,Socks,1
1355,41,5,Headphones,1
1355,41,2,Mouse,1
1355,41,10,Backpack,1
1356,367,7,Charger,1
1356,367,1,Laptop,1
1356,367,6,Smartphone,1
1356,367,3,Keyboard,2
1357,116,4,Monitor,1
1357,116,3,Keyboard,1
1357,116,2,Mouse,2
1358,168,1,Laptop,1
1358,168,2,Mouse,2
1358,168,10,Backpack,2
1359,332,8,Shoes,2
1359,332,9,Socks,2
1360,357,5,Headphones,2
1361,149,10,Backpack,1
1361,149,4,Monitor,1
1361,149,5,Headphones,1
1361,149,6,Smartphone,2
1362,10,5,Headphones,1
1362,10,2,Mouse,1
1363,191,9,Socks,1
1364,378,7,Charger,2
1364,378,8,Shoes,2
1364,378,4,Monitor,2
1365,245,8,Shoes,1
1365,245,2,Mouse,2
1365,245,3,Keyboard,2
1366,352,8,Shoes,1
1366,352,5,Headphones,2
1366,352,9,Socks,2
1366,352,6,Smartphone,1
1367,247,2,Mouse,1
1367,247,5,Headphones,1
1367,247,9,Socks,1
1367,247,4,Monitor,2
1368,390,8,Shoes,2
1368,390,5,Headphones,1
1368,390,6,Smartphone,2
1368,390,1,Laptop,2
1369,22,4,Monitor,1
1369,22,1,Laptop,2
1369,22,10,Backpack,2
1370,464,8,Shoes,1
1370,464,2,Mouse,2
1370,464,7,Charger,1
1370,464,9,Socks,1
1371,57,10,Backpack,2
1371,57,7,Charger,1
1371,57,9,Socks,1
1371,57,4,Monitor,2
1372,478,10,Backpack,2
1372,478,8,Shoes,2
1372,478,2,Mouse,1
1373,280,3,Keyboard,2
1373,280,4,Monitor,2
1374,325,7,Charger,2
1374,325,6,Smartphone,1
1374,325,3,Keyboard,1
1374,325,10,Backpack,1
1375,266,1,Laptop,1
1375,266,10,Backpack,1
1376,295,7,Charger,1
1376,295,2,Mouse,1
1376,295,8,Shoes,2
1377,414,7,Charger,2
1378,326,8,Shoes,1
1379,79,10,Backpack,1
1379,79,1,Laptop,2
1379,79,7,Charger,1
1380,369,6,Smartphone,1
1381,237,7,Charger,2
1381,237,4,Monitor,1
1382,244,2,Mouse,2
1382,244,6,Smartphone,1
1382,244,1,Laptop,2
1383,348,7,Charger,1
1384,151,8,Shoes,1
1384,151,7,Charger,1
1384,151,2,Mouse,2
1385,451,8,Shoes,1
1385,451,9,Socks,2
1386,443,7,Charger,2
1386,443,4,Monitor,1
1386,443,5,Headphones,1
1387,390,6,Smartphone,2
1387,390,3,Keyboard,2
1387,390,5,Headphones,1
1388,341,9,Socks,2
1388,341,5,Headphones,2
1389,354,1,Laptop,2
1389,354,7,Charger,2
1389,354,2,Mouse,1
1390,129,8,Shoes,1
1390,129,10,Backpack,2
1390,129,9,Socks,2
1391,21,2,Mouse,2
1391,21,6,Smartphone,2
1392,444,6,Smartphone,1
1392,444,3,Keyboard,2
1392,444,10,Backpack,2
1393,55,8,Shoes,1
1393,55,9,Socks,1
1393,55,3,Keyboard,1
1393,55,10,Backpack,1
1394,137,4,Monitor,2
1394,137,8,Shoes,1
1395,464,8,Shoes,1
1395,464,3,Keyboard,2
1395,464,2,Mouse,1
1396,45,1,Laptop,2
1397,289,5,Headphones,2
1397,289,10,Backpack,2
1398,11,2,Mouse,1
1398,11,1,Laptop,1
1399,289,4,Monitor,1
1399,289,8,Shoes,1
1400,246,6,Smartphone,1
1401,282,10,Backpack,1
1402,25,8,Shoes,2
1402,25,6,Smartphone,1
1402,25,9,Socks,1
1403,86,8,Shoes,1
1403,86,5,Headphones,1
1403,86,2,Mouse,2
1403,86,7,Charger,1
1404,429,7,Charger,2
1404,429,4,Monitor,2
1404,429,9,Socks,2
1405,204,2,Mouse,2
1405,204,3,Keyboard,2
1405,204,5,Headphones,1
1406,45,1,Laptop,1
1406,45,10,Backpack,2
1407,372,5,Headphones,2
1407,372,8,Shoes,1
1407,372,9,Socks,2
1408,409,1,Laptop,2
1408,409,4,Monitor,2
1408,409,3,Keyboard,1
1408,409,7,Charger,1
1409,485,3,Keyboard,1
1409,485,8,Shoes,1
1409,485,1,Laptop,1
1410,277,3,Keyboard,1
1410,277,1,Laptop,1
